California Department of Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Private School Directory 2009-10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"February 1, 2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Enrollment,Enrollment,,,,,,,Site,Site,Site,Site,,,,,High,Number of,,,,,,,,,,,Special,Custodian,Custodian,Custodian,Custodian,Custodian,Custodian,Custodian,Custodian
77453,Contra Costa,Bentley Upper,Acalanes Union High,07616307098544,510,843,2512,1000 Upper Happy Valley Road ,Lafayette,CA,94549,ahogan@bentleyschool.net,0,0,0,0,0,0,0,0,0,71,58,72,84,0,0,285, ,,,,,Ms.,Arlene,Hogan,Head of School,Coeducational,Day Only,9,12,Yes,71,28,5,3,19,Yes,No,No,No,Non-religious,,No,Ms.,Mary Lou,Hensley,1000 Upper Happy Valley Road ,Lafayette,CA,94549,mhensley@bentleyschool.net
72773,Contra Costa,Berean Christian High School,Mt Diablo Unified,07617546933337,925,945,6464,245 El Divisadero Avenue,Walnut Creek,CA,94598,info@berean-eagles.org,0,0,0,0,0,0,0,0,0,111,99,101,111,0,0,422, ,,,,,Dr.,Nelson,Noriega,Administrator,Coeducational,Day Only,9,12,Yes,103,25,3,6,0,Yes,No,No,No,Religious,BAPT,No,Dr.,Nelson,Noriega,245 El Divisadero Avenue,Walnut Creek,CA,94598,nnoriega@berean-eagles.org
75713,Contra Costa,Bethel Christian Academy,West Contra Costa Unified,07617966967608,510,223,9550,431 Rincon Loop,El Sobrane,CA,94803,dsutton.bca@juno.com,6,14,7,9,6,7,3,6,6,0,2,3,1,0,0,70, ,,,,,Rev.,David ,Sutton,Administrator,Coeducational,Day Only,K,12,Yes,2,4,5,1,1,Yes,No,No,No,Religious,BAPT,No,Mrs.,Glenia ,Robles,431 Rincon Lane,El Sobrante,CA,94803,dsutton.bca@juno.com
77691,Contra Costa,Bouton-Shaw Academy,Brentwood Union Elementary,07616556134142,925,392,8361,4 Almond Street,Brentwood,CA,94513,,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,6, ,,,,,Mr.,Rodney,Kraber,Principal,Coeducational,Day Only,1,12,Yes,0,1,0,1,0,No,No,No,Yes,Religious,NA,No,Mr.,Rodney,Kraber,4 Almond Street,Brentwood,CA,94513,
82375,Contra Costa,Calvary Christian,Mt Diablo Unified,07617547085053,925,689,9006,3425 Concord Boulevard,Concord,CA,94519,Tsgray@aol.com,0,6,3,4,4,1,6,1,3,3,3,3,2,0,0,39, ,,,,,Mr.,Timothy,Grayson,Administrator,Coeducational,Day Only,1,12,No,0,4,1,1,1,Yes,No,No,No,Religious,PENT,No,Mrs.,Tammy,Grayson,3425 Concord Boulevard,Concord,CA,94519,Graydb@aol.com
82268,Contra Costa,Calvary Christian Academy,West Contra Costa Unified,07617966933287,510,222,3828,4892 San Pablo Dam Road ,El Sobrante,CA,94803,ctorres@calvarychristiank12.org,6,9,3,3,4,4,4,7,7,6,10,4,8,0,0,75, ,,,,,Mrs.,Susan,Blankenchip,Administrator,Coeducational,Day Only,K,12,No,12,4,3,1,3,Yes,No,No,No,Religious,PENT,No,Mrs.,Tracy,Herrera,4892 San Pablo Dam Road,El Sobrante,CA,94803,therrera@calvarychristiank12.org
72215,Contra Costa,Calvary Temple Christian School,Mt Diablo Unified,07617546989867,925,458,9870,4725 Evora Road,Concord,CA,94520,office@ctcs1.org,26,22,22,21,24,13,16,24,21,0,0,0,0,0,0,189, ,,,,,Mr.,John,Jackson,Principal,Coeducational,Day Only,K,8,No,0,9,5,1,3,Yes,Yes,Yes,No,Religious,AG,No,Mrs.,Trinna,Matteucci,4725 Evora Road,Concord,CA,94520,trinna@ctcs1.org
81027,Contra Costa,Canterbury Elementary,West Contra Costa Unified,07617966998157,510,222,5050,3120 Shane Drive,Richmond,CA,94806,josteen@canterburysch.com,8,7,8,11,13,9,12,8,6,0,0,0,0,0,0,82, ,,,,,Mr.,John,Osteen,Director,Coeducational,Day Only,K,8,No,0,6,2,1,2,No,No,No,Yes,Non-religious,,No,Mr.,John,Osteen,3120 Shane Drive,Richmond,CA,94806,josteen@canterburysch.com
72371,Contra Costa,Carondelet High,Mt Diablo Unified,07617546933345,925,686,5353,1133 Winton Drive,Concord,CA,94518,thurlbut@carondeleths.org,0,0,0,0,0,0,0,0,0,215,192,205,199,0,0,811, ,,,,,Dr.,Teresa,Hurllbut,Principal,Girls Only,Day Only,9,12,Yes,212,47,11,9,30,Yes,No,No,No,Religious,CATH,No,Mrs.,Joanne,Missaggia,1133 Winton Drive,Concord,CA,94518,jmissaggia@carondeleths.org
76104,Contra Costa,Christ the King Elementary,Mt Diablo Unified,07617546967624,925,685,1109,195-B Brandon Road ,Pleasant Hill,CA,94523,dwilson@ctkschool.org,36,36,36,36,36,36,35,36,34,0,0,0,0,0,0,321, ,,,,,Mr.,Thom,McGowan,Administrator,Coeducational,Day Only,K,8,No,0,13,6,2,17,Yes,No,No,No,Religious,CATH,No,Mrs.,Debbie,Wilson,195-B Brandon Road ,Pleasant Hill,CA,94523,dwilson@ctkschool.org
78903,Contra Costa,Christian Center,Pittsburg Unified,07617886994818,925,439,2552,1210 Stoneman Avenue,Pittsburg,CA,94565,email@ccenterschool.org,14,17,15,14,12,11,7,9,6,7,2,7,4,0,0,125, ,,,,,Mr.,Edward,Marquardt,Administrator,Coeducational,Day Only,K,12,Yes,5,8,5,3,7,Yes,No,No,No,Religious,AG,No,Ms.,Jamie,Harper,1210 Stoneman Avenue,Pittsburg,CA,94565,ccscrusaders@yahoo.com
74902,Contra Costa,Concord Christian Schools,Mt Diablo Unified,07617546998165,925,825,1370,2120 Olivera Court ,Concord,CA,94520,ccsschoolnews@aol.com,4,6,7,3,2,6,3,2,5,1,7,3,2,0,0,51, ,,,,,Ms.,Lisa,Coniglio,Principal,Coeducational,Day Only,K,12,Yes,0,4,0,1,4,Yes,No,No,No,Religious,PENT,No,Ms.,Ruth,Hesseltine,2120 Olivera Court ,Concord,CA,94520,
72230,Contra Costa,"Concordia School, The",Mt. Diablo Unified,07617546995658,925,689,6910,2353 Fifth Avenue,Concord,CA,94518,cs2learn@concordiaschool.com,13,6,8,6,6,2,7,0,0,0,0,0,0,0,0,48, ,,,,,Mrs.,Kathryn,Linzey,Head of School,Coeducational,Day Only,K,6,No,0,6,8,3,1,No,No,No,Yes,Non-religious,,No,Mrs.,Kathryn,Linzey,2353 Fifth Avenue,Concord,CA,94518,cs2learn@concordia.com
75161,Contra Costa,Contra Costa Christian Schools,Mt Diablo Unified,07617546906648,925,934,4964,2721 Larkey Lane,Walnut Creek,CA,94597,lasher@cccss.org,19,16,15,14,11,16,25,19,31,25,23,30,32,0,0,276, ,,,,,Mr.,B.J.,Huizenga,Superintendent,Coeducational,Day Only,K,12,Yes,40,19,9,4,12,Yes,No,No,No,Religious,NA,No,Mrs.,Lisa,Asher,2721 Larkey Lane,Walnut Creek,CA,94597,lasher@cccss.org
84130,Contra Costa,Contra Costa Jewish Day School,Lafayette Elementary,07617136133110,925,284,8288,3836 Mt. Diablo Boulevard,Lafayette,CA,94549,info@ccjds.org,15,19,19,20,10,15,12,8,9,0,0,0,0,0,0,127, ,,,,,Mr.,Dean,Goldfein,Head of School,Coeducational,Day Only,K,8,No,0,10,11,5,2,Yes,No,No,No,,,No,Mrs.,Rebecca,Murray,3836 Mt. Diablo Boulevard,Lafayette,CA,94549,info@ccjds.org
82199,Contra Costa,Cornerstone Christian School,Antioch Unified,07616487101801,925,779,2010,1745 East 18th Street,Antioch,CA,94509,school@cornerstonechristian.net,48,44,56,46,47,32,41,39,43,20,20,18,9,0,0,463, ,,,,,Mr.,Larry ,Navilhon,Superintendent,Coeducational,Day Only,K,12,Yes,16,28,2,2,6,Yes,No,No,No,Religious,NA,No,Mrs.,Sue,Navilhon,1745 East 18th Street,Antioch,CA,94509,snavilhon@cornerstonechristian.net
79831,Contra Costa,Dainty Center / Willow Wood School,Brentwood Union Elementary,07616557032378,925,634,4539,1265 Dainty Avenue ,Brentwood,CA,94513,dcwwwsoffice@hotmail.com,16,17,12,8,4,5,3,3,0,0,0,0,0,0,0,68, ,,,,,Mrs.,Adrienne,Guinn,Director,Coeducational,Day Only,K,7,No,0,5,0,2,4,No,No,No,Yes,Non-religious,,No,Mrs.,Olimpia ,Martin,1265 Dainty Avenue ,Brentwood,CA,94513,dcwwsoffice@hotmail.com
75138,Contra Costa,De La Salle High School of Concord,Mt Diablo Unified,07617546933394,925,288,8100,1130 Winton Drive ,Concord,CA,94518,higakic@dlshs.org,0,0,0,0,0,0,0,0,0,263,268,267,253,0,0,1051, ,,,,,Mr.,Mark,DeMarco,President,Boys Only,Day Only,9,12,Yes,239,64,7,9,43,Yes,Yes,Yes,No,Religious,CATH,No,Br.,Christopher,Brady,1130 Winton Drive ,Concord,CA,94518,higakic@dlshs.org
76755,Contra Costa,Diablo Valley,Mt Diablo Unified,07617547095326,925,676,2982,2924 Clayton Road,Concord,CA,94519,office@diablovalleyschool.org,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,29, ,,,,,Mr.,Vicente,Lopez,Other,Coeducational,Day Only,K,12,Yes,0,3,0,0,0,Yes,Yes,Yes,No,Non-religious,,No,Ms.,Anne,Sheridan,2924 Clayton Road,Concord,CA,94519,office@diablovalleyschool.org
80764,Contra Costa,"Dorris-Eaton School, The",Walnut Creek Elementary,07618126967632,925,933,5225,1847 Newell Avenue ,Walnut Creek,CA,94595,mangelo@dorriseaton.com,29,38,25,32,31,35,43,36,18,0,0,0,0,0,0,287, ,,,,,Mr.,Gerald,Ludden,Head of School,Coeducational,Day Only,K,8,No,0,43,5,0,0,No,No,No,Yes,Non-religious,,No,Mrs.,Bette,Latta,1847 Newell Avenue ,Walnut Creek,CA,94595,blatta@dorriseaton.com
75878,Contra Costa,El Sobrante Christian School,West Contra Costa Unified ,07617966972335,510,223,2242,5100 Argyle Road,El Sobrante,CA,94803,www.escschool.com,22,26,34,21,27,24,32,40,40,9,20,4,25,0,0,324, ,,,,,Mr.,C Scott,Wells,Principal,Coeducational,Day Only,K,12,Yes,12,21,8,4,15,Yes,No,No,No,Religious,AG,No,Mrs.,Jan,Wood,5100 Argyle Road,El Sobrante,CA,94803,jwood@escschool.com
82617,Contra Costa,Elim Christian / Colegio Evangelico Elim,West Contra Costa Unified,07617967097413,510,233,9717,155 11th Street ,Richmond,CA,94801,,1,4,3,1,3,2,3,3,6,1,2,3,1,0,0,33, ,,,,,Mr.,Jorge ,Enriquez,Administrator,Coeducational,Day Only,K,12,No,1,4,0,1,0,Yes,No,No,No,Religious,EVAN,No,Mrs.,Concepcion,Roman,155 11th Street ,Richmond,CA,94801,
80077,Contra Costa,Faith Christian Learning Center,Oakley Union Elementary,07617627090541,925,625,2161,5400 Main Street ,Oakley,CA,94561,fclc@faithchristianoakley.com,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,6, ,,,,,Mr.,Larry,Malicoat,Administrator,Coeducational,Day Only,K,12,No,5,1,0,1,0,Yes,No,No,No,Religious,NA,No,Mr.,Larry ,Malicoat ,5400 Main Street ,Oakley,CA,94561,deltachurch@comast.net
80772,Contra Costa,Golden Hills Christian School,Brentwood Union Elementary,07616557072507,925,634,0493,2401 Shady Willow Lane,Brentwood,CA,94513,gcs_admin@sbcglobal.net,20,18,17,17,20,11,12,12,15,0,0,0,0,0,0,142, ,,,,,Mrs.,Kathy,Zamora,Principal,Coeducational,Day Only,K,8,No,0,9,1,1,1,Yes,No,No,No,Religious,BAPT,No,Mrs.,Peggy,Collins,2401 Shady Willow Lane,Brentwood,CA,94513,peggycollins@goldenhills.org
80089,Contra Costa,Heritage Baptist Academy,Antioch Unified,07616486933410,925,778,2234,5200 Heidorn Ranch Road,Antioch,CA,94531,schooloffice@heritageantioch.com,13,16,7,19,7,10,7,10,8,8,1,2,10,0,0,118, ,,,,,Dr.,John,Mincy,Administrator,Coeducational,Day Only,K,12,Yes,4,7,5,2,1,Yes,No,Yes,No,Religious,BAPT,No,Dr.,John ,Mincy,5200 Heidorn Ranch Road,Antioch,CA,94531,jcmincy@juno.com
83985,Contra Costa,Hidden Canyon School,San Ramon Valley Unified,07618047003668,925,820,2515,18868 Bollinger Canyon Road,San Ramon,CA,94583,tcdschools@sbcglobal.net,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7, ,,,,Hidden Canyon Elementary,Ms.,Ruth,Valdes,Director,Coeducational,Day Only,K,K,No,0,1,0,0,0,No,No,No,Yes,Non-religious,,No,Ms.,Meg,Taggart,3483 Golden Gate Way #14 ,Lafayette,CA,94549,tcdschools@sbcglobal.net
76527,Contra Costa,Hilltop Christian,Antioch Unified,07616486906622,925,778,0214,2200 Country Hills Drive,Antioch,CA,94509,mgreene@antioch-sda.org,13,12,10,14,6,6,8,7,8,6,2,0,0,0,0,92, ,,,,,Mrs.,Monica,Greene,Principal,Coeducational,Day Only,K,10,No,0,5,2,1,3,Yes,No,No,No,Religious,SDA,No,Mrs.,Berit,von Pohle,401 Taylor Boulevard,Pleasant Hill,CA,94523,bvonpohle@nccsda.com
73778,Contra Costa,Holden High School,Acalanes Union High,07616306933360,925,254,0199,10 Irwin Way ,Orinda,CA,94563,office@holdenhigh.org,0,0,0,0,0,0,0,0,0,7,13,10,6,0,0,36, ,,,,Contra Costa ALternative School,Ms.,Kate,Knox,Administrator,Coeducational,Day Only,9,12,Yes,9,6,4,7,8,Yes,No,No,No,Non-religious,,Yes,Ms.,Abby,Tuttle,10 Irwin Way ,Orinda,CA,94563,office@holdenhigh.org
72356,Contra Costa,Holy Rosary,Antioch Unified,07616486967640,925,757,1270,25 East 15th Street,Antioch,CA,94509,susanadrummond@sbcglobal.net,50,60,62,60,66,70,65,68,70,0,0,0,0,0,0,571, ,,,,,Mrs.,Susana,Lapeyrade-Drummond,Principal,Coeducational,Day Only,K,8,No,0,25,3,3,42,Yes,Yes,Yes,No,Religious,CATH,No,Mrs.,Matilda,Kidwell,25 East 15th Street,Antioch,CA,94509,mkidwell@csdo.org
77129,Contra Costa,Hope Academy for Dyslexics,Mt Diablo Unified,07617546135610,925,687,7555,5353 Concord Boulevard,Concord,CA,94521,hopeadmin@hopeacademyconcord.org,0,0,1,2,6,2,5,2,1,0,0,0,0,0,0,19, ,,,,,Mrs.,Judy,Davies,Director,Coeducational,Day Only,1,8,No,0,2,4,1,0,Yes,No,No,No,Non-religious,,Yes,Mrs.,Judy ,Davies,5353 Concord Boulevard,Concord,CA,94521,hopeadmin@hopeacademyconcord.org
79729,Contra Costa,Jesus Our Restorer Christian School,Mt Diablo Unified,07617546135628,415,601,3361,2968 Grant Street,Concord,CA,94520,jorfoundationinc@gmail.com,0,2,0,0,0,1,1,2,1,0,0,0,0,0,0,7, ,,  ,,,Mrs.,Patricia,Gamboa,Administrator,Coeducational,Day Only,K,8,No,0,3,3,1,0,Yes,No,No,No,Religious,NA,No,Mrs.,Patricia,Gamboa,2968 Grant Street,Concord,CA,94520,jorfoundationinc@gmail.com
80499,Contra Costa,King's Academy,John Swett Unified,07616977099716,510,799,4544,878 Sandy Cove ,Rodeo,CA,94572,KingsAcademyhsg@aol.com,0,1,3,2,1,3,5,2,1,7,1,4,5,0,0,35, ,,,,,Mr.,Roberet,Schilling,Principal,Coeducational,Day Only,1,12,No,0,22,0,3,0,Yes,Yes,No,No,Religious,NA,No,Mrs.,De,Morris,878 Sandy Cove ,Rodeo,CA,94572,KingsAcademy@aol.com
81214,Contra Costa,King's Valley Christian School,Mt. Diablo Unified,07617546933436,925,687,2020,4255 Clayton Road,Concord,CA,94521,dprescott@kvcs.com,31,20,24,17,20,21,30,40,22,0,0,0,0,0,0,225, ,,,,,Mr.,Michael ,Nortune,Superintendent,Coeducational,Day Only,K,8,No,0,17,3,2,8,Yes,No,No,No,Religious,Other,No,Mrs.,Joanna,Rhodes,4255 Clayton Road,Concord,CA,94521,frontoffice@kvcs.com
82350,Contra Costa,La Cheim School,Antioch Unified,07616487020027,925,777,1133,"1413 F Street, Building 1",Antioch,CA,94509,sue@lacheim.org,0,0,0,0,0,1,1,3,1,4,4,2,3,0,0,19, ,,,,,Mrs.,Sue,Herrera,Director,Coeducational,Day Only,4,12,No,0,2,2,2,7,Yes,No,No,No,Non-religious,,No,Mr.,Eric,Vizcarra,"1413 F Street, Building 1",Antioch,CA,94509,eric@lacheim.org
82612,Contra Costa,La Cheim–Richmond,West Contra Costa Unified,07617967012172,510,243,2360,2853 Groom Drive,Richmond,CA,94806,karen_lacheim@sbcglobal.net,0,0,0,0,0,0,0,0,5,4,9,2,2,0,0,22, ,,,,,Ms.,Karen,Jackson,Director,Coeducational,Day Only,6,12,Yes,3,2,0,2,11,Yes,No,No,No,Non-religious,,Yes,Ms.,Karen,Jackson,2853 Groom Drive,Richmond,CA,94806,karen_lacheim@sbcglobal.net
78234,Contra Costa,Legacy Academy,Walnut Creek Elementary,07618127071624,925,262,4102,1283 Boulevard Way,Walnut Creek,CA,94595,Brad@RCI-Properties.com,0,3,3,0,2,5,8,6,6,8,5,7,8,0,0,61, ,,,,,Mr.,Bradley,Smith,Director,Coeducational,Day Only,K,12,Yes,8,26,0,2,1,Yes,No,No,No,Religious,NA,No,Mrs.,Lynn,Smith,1283 Boulevard Way,Walnut Creek,CA,94595,Lynnssmith@gmail.com
82129,Contra Costa,Lighthouse Christian Academy,Brentwood Union Elementary,07616557087752,925,634,9448,870 Buckskin Terrace,Brentwood,CA,94513,,0,0,1,5,1,3,3,3,6,4,2,1,3,0,0,32, ,,,,,Mrs.,Deanna,Tong,Administrator,Coeducational,Day Only,1,12,Yes,3,17,0,2,0,No,No,No,Yes,Religious,NA,No,Rev.,Craigton,Tong,870 Buckskin Terrace,Brentwood,CA,94513,
77364,Contra Costa,Matthew Thornton Academy,Mt Diablo Unified,07617546134167,925,890,2648,638 Mt. Olivet Court ,Clayton,CA,94517,,0,4,2,5,6,5,2,1,3,6,3,0,0,0,0,37, ,,,,,Mrs.,Tamara,Newton,Administrator,Coeducational,Day Only,1,12,No,0,2,1,1,0,No,No,No,Yes,Religious,NA,No,Mrs.,Tamara,Newton,638 Mt. Olivet Court ,Clayton,CA,94517,ptnewton@comcast.net
73245,Contra Costa,"Meher Schools, The",Lafayette Elementary,07617136998199,925,938,9958,999 Leland Drive,Lafayette,CA,94549,ellen@meherschools.org,72,27,23,32,19,23,0,0,0,0,0,0,0,0,0,196, ,,,,,Ms.,Ellen,Evans,Principal,Coeducational,Day Only,K,5,No,0,19,7,2,10,Yes,Yes,Yes,No,Non-religious,,No,Ms.,Ellen,Evans,999 Leland Drive,Lafayette,CA,94549,ellen@meherschools.org
77097,Contra Costa,Montessori Family School,West Contra Costa Unified,07617967103161,510,236,8802,7075 Cutting Boulevard,El Cerrito,CA,94530,margaret@montessorifamily.com,8,23,12,15,15,13,12,4,1,0,0,0,0,0,0,103, ,,  ,,,Ms.,Margaret,Langry,Administrator,Coeducational,Day Only,K,8,No,0,10,4,3,2,Yes,No,No,No,Non-religious,,No,Ms.,Margaret,Langry,7075 Cutting Boulevard,El Cerrito,CA,94530,margaret@montessorifamily.com
73621,Contra Costa,Montessori School of San Ramon,San Ramon Valley Unified,07618046131270,925,855,7434,"2400 Old Crow Canyon Road, Suite A-2",San Ramon,CA,94583-1222,sanramont@yahoo.com,15,10,5,3,0,0,0,0,0,0,0,0,0,0,0,33,18 Echo Hill Lane,Moraga,CA,94556-1317,,Mr.,Dennis,Wanken,Administrator,Coeducational,Day Only,K,5,No,0,2,0,1,0,No,No,No,Yes,Non-religious,,No,Mr.,Dennis,Wanken,18 Echo Hill Lane,Moraga,CA,94556-1317,DennisDMAN@aol.com
80968,Contra Costa,Mount Eagle Academy,Mt Diablo Unified,07617546134175,925,215,4620,3 Corte Santa Clara ,Moraga,CA,94556,mounteagle@earthlink.net,0,4,3,6,6,3,2,7,7,7,5,2,5,0,0,57,P.O. Box 23645,Pleasant Hill,CA,94523,,Mr.,David,Fok,Director,Coeducational,Day Only,1,12,Yes,3,28,0,1,0,No,No,No,Yes,Religious,NA,No,Mr.,David,Fok,3 Corte Santa Clara ,Moraga,CA,94556,mounteagle@earthlink.net
80253,Contra Costa,New Jerusalem Christian Academy,Mt Diablo Unified,07617546134191,925,458,0621,2586 Willow Pass Road,Bay Point,CA,94565,PBCPastorEd@comcast.net,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,7, ,,,,,Rev.,Edward,Lemons,Principal,Coeducational,Day Only,K,12,Yes,0,1,0,1,0,No,No,No,Yes,Religious,BAPT,No,Mrs.,Efigenia,Lemons,290 Anchor Drive,Bay Point,CA,94565-2951,Imadelemonade@comcast.net
75962,Contra Costa,New Vistas Christian School,Martinez Unified,07617396910574,925,370,7767,68 Morello Avenue,Martinez,CA,94553,info@newvistaschristian.com,0,0,0,0,0,3,2,1,7,2,4,3,1,0,0,23, ,,,,,Mrs.,Maria,Zablah,Administrator,Coeducational,Day Only,5,12,Yes,5,2,2,1,2,Yes,No,No,No,Religious,NA,No,Mrs.,Maria,Zablah,68 Morello Avenue,Martinez,CA,94553,
80997,Contra Costa,Orinda Academy,Acalanes Union High,07616306956973,925,254,7553,19 Altarinda Road,Orinda,CA,94563,info@orindaacademy.org,0,0,0,0,0,0,0,9,16,16,20,24,0,0,0,85,19 Altarinda Road,Orinda,CA,94563,,Mr.,Ronald,Graydon,Head of School,Coeducational,Day Only,7,12,Yes,31,9,5,5,5,Yes,Yes,No,No,Non-religious,,Yes,Ms.,Lisa,Graydon,19 Altarinda Road,Orinda,CA,94563,lisa@orindaacademy.org
78856,Contra Costa,Orion Academy,Acalanes Union High,07616307104953,925,377,0789,350 Rheem Boulevard,Moraga,CA,94556,office@orionacademy.org,0,0,0,0,0,0,0,0,9,12,12,12,14,0,0,59, ,,,,,Dr.,Kathryn,Stewart,Executive Director,Coeducational,Day Only,8,12,Yes,8,10,4,3,6,Yes,No,No,No,Non-religious,,Yes,Ms.,Meg,Muyskens,350 Rheem Boulevard,Moraga,CA,94556,mmuyskens@orionacademy.org
82065,Contra Costa,Paideia Academy,Brentwood Union Elementary,07616486134134,925,628,4033,2250 Jeffery Way,Brentwood,CA,94531,jcrowder27@hotmail.com,2,2,0,4,4,0,3,5,1,2,0,1,0,0,0,24,3665 Hawthorne Drive,Bethel Island,CA,94511-0210,,Mr.,John,Crowder,Administrator,Coeducational,Day Only,K,12,Yes,0,2,1,1,0,No,No,No,Yes,Religious,BAPT,No,Mr.,John,Crowder,"3665 Hawthorne Drive, Suite 210",Bethel Island,CA,94511-0210,jcrowder27@hotmail.com
74335,Contra Costa,Palmer School For Boys and Girls,Walnut Creek Elementary,07618126967665,925,934,4888,2740 Jones Road ,Walnut Creek,CA,94597,,31,33,35,33,38,42,40,38,41,0,0,0,0,0,0,331, ,,,,,Mr.,Samuel,Mendes,Headmaster,Coeducational,Day Only,K,8,No,0,23,5,2,8,No,No,No,Yes,Non-religious,,No,Mr.,Samuel,Mendes,2740 Jones Road ,Walnut Creek,CA,94597,
76839,Contra Costa,Pleasant Hill Adventist Academy,Mt Diablo Unified,07617546973911,925,934,9261,796 Grayson Road,Pleasant Hill,CA,94523,office@phaacougars.com,12,14,14,17,16,18,16,23,13,18,24,15,29,0,0,229, ,,,,Pleasant Hill Junior Academy,Mr.,Ally,Emmerson,Principal,Coeducational,Day Only,K,12,Yes,24,14,0,2,9,Yes,No,No,No,Religious,SDA,No,Mrs.,Berit,von Pohle,401 Taylor Boulevard,Pleasant Hill,CA,94523,bvonpohle@nccsda.com
80354,Contra Costa,Prospect Sierra School,West Contra Costa Unified,07617966958987,510,527,4714,960 Avis Drive ,El Cerrito,CA,94530,peggy@prospectsierra.org,37,45,48,40,44,45,59,57,67,0,0,0,0,0,0,442, ,,,,,Ms.,Katherine ,Dinh,Head of School,Coeducational,Day Only,K,8,No,0,36,15,6,37,Yes,No,No,No,Non-religious,,No,Ms.,Peggy,Snyder,960 Avis Drive ,El Cerrito,CA,94530,peggy@prospectsierra.org
72634,Contra Costa,Queen of All Saints Elementary,Mt Diablo Unified,07617546967673,925,685,8700,2391 Grant Street,Concord,CA,94520,eflores@csdo.org,15,9,16,19,16,20,19,23,23,0,0,0,0,0,0,160, ,,,,,Mr.,Patrick,Cook,Principal,Coeducational,Day Only,K,8,No,0,9,2,1,6,Yes,No,No,No,Religious,CATH,No,Mrs.,Mary,Gatz,2391 Grant Street,Concord,CA,94520,mgatz@csdo.org
80876,Contra Costa,Royal Oaks Academy,Pittsburg Unified,07617886131262,925,432,1301,2130 Monostory Court ,Pittsburg,CA,94565-4645,royaloaksacademy@sbcglobal.net,0,0,1,1,0,4,1,1,1,1,3,1,1,0,0,15, ,,,,,Mr.,Dan,Burris,Administrator,Coeducational,Day Only,1,12,Yes,2,5,0,2,0,No,No,No,Yes,Religious,NA,No,Mr.,Dan,Burris,2130 Monostory Court ,Pittsburg,CA,94565-4645,royaloaksacademy@sbcglobal.net
77433,Contra Costa,Saint Agnes,Mt Diablo Unified,07617546967681,925,689,3990,3886 Chestnut Avenue,Concord,CA,94519,akelley@csdo.org,36,35,40,39,42,40,40,39,38,0,0,0,0,0,0,349, ,,,,,Ms.,Karen,Mangini,Principal,Coeducational,Day Only,K,8,No,0,27,4,1,15,Yes,No,No,No,Religious,CATH,No,Ms.,Karen,Mangini,3886 Chestnut Avenue,Concord,CA,94519,kmangini@csdo.org
77119,Contra Costa,Saklan Valley School,Moraga Elementary,07617476972343,925,376,7900,1678 School ,Moraga,CA,94556,dhague@saklan.org,10,12,9,10,10,16,9,9,11,0,0,0,0,0,0,96, ,,  ,,,Mr.,David,Hague,Head of School,Coeducational,Day Only,K,8,No,0,14,6,4,4,Yes,No,No,No,Non-religious,,No,Mrs.,Maria,Puckett,1678 School Street,Moraga,CA,94556,mpuckett@saklan.org
82913,Contra Costa,San Ramon Valley Christian Academy,San Ramon Valley Unified,07618046906689,925,838,9622,220 West El Pintado Road,Danville,CA,94526,jbrunkal@srvca.org,30,37,44,43,48,40,44,51,43,5,2,6,3,0,0,396,220 West El Pintado Road,Danville,CA,94526,,Mr.,Mark,Wollan,Administrator,Coeducational,Day Only,K,12,Yes,1,16,15,3,44,Yes,No,No,No,Religious,PRES,No,Mrs.,Alexandra,Atterbury,220 West El Pintado Road,Danville,CA,94526,receptionist@srvca.org
82547,Contra Costa,Seneca Center,Mt Diablo Unified,07617547104045,925,603,1900,1034 Oak Grove Road,Concord,CA,94518,lihi_rosenthal@senecacenter.org,0,0,0,0,0,0,0,0,4,7,7,8,7,0,0,33, ,,,,,Ms.,Tami,Downes,Head of School,Coeducational,Both,7,12,No,0,3,0,2,16,Yes,No,No,No,,,Yes,Ms.,Tami,Downes,1034 Oak Groev Road,Concord,CA,94518,tami_downes@senecacenter.org
73279,Contra Costa,"Seven Hills, The",Walnut Creek Elementary,07618126967616,925,933,0666,975 North San Carlos Drive,Walnut Creek,CA,94598,,38,38,38,38,38,38,40,40,40,0,0,0,0,0,0,348, ,,,,,Mr.,William,Miller,Headmaster,Coeducational,Day Only,K,8,No,0,32,6,16,4,Yes,No,No,No,Non-religious,,No,Ms.,Susanne,Goldman,975 North Can Carlos Drive,Walnut Creek,CA,94598,
