"California Department of Education, Teacher and Leader Policy Office",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18 Private School Affidavit Data - Schools with Enrollment of Six or More Students (July 2018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Affidavit ID,County,CDS Code,School ,Street,City,State,Zip,Mailing Street,Mailing City,Mailing State,Mailing Zip,Telephone,Email ,Email2,Public District,Site Administrator Salutation,Site Administrator First Name,Site Administrator Last Name,Site Administrator Title,Site Administrator Email,School Type,School Accommodations,Low Grade,High Grade,Kindergarten Enrollment,Grade 1 Enrollment,Grade 2 Enrollment,Grade 3 Enrollment,Grade 4 Enrollment,Grade 5 Enrollment,Grade 6 Enrollment,Grade 7 Enrollment,Grade 8 Enrollment,Grade 9 Enrollment,Grade 10 Enrollment,Grade 11 Enrollment,Grade 12 Enrollment,Ungraded Elementary Enrollmnet,Ungraded Secondary Enrollment,Total Enrollment,Diploma Offered,Graduates 2015-16,Full Time Teachers,Part Time Teachers,Administrative Staff,Other Staff,Offers Special Education Services,Tax Exempt 501,Tax Exempt 23701,Tax Exempt 214,Tax Exempt,Religious Classification,Religious Denomination,Director/Principal Officer Salutation,Director/Principal Officer First Name,Director/Principal Officer Last Name,Director/Principal Officer Title,Director/Principal Officer Email,Custodian of Records Salutation,Custodian of Records First Name,Custodian of Records Last Name,Custodian of Records Email
222302,Fresno,10752756150742,Beckham Academy,28754 Sandpiper Road,Tollhouse,CA,93667,no data,no data,no data,no data,559-855-4414,jodibeckham@yahoo.com,no data,Sierra Unified,Mrs.,Jodi,Beckham,Administrator,jodibeckham@yahoo.com,Coeducational,Day Only,K,12,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,6,No,0,1,0,0,0,No,No,No,No,No,Non-religious,,Mr.,Forest,Beckham,Principal,no data,Mrs.,Jodi,Beckham,no data
222094,Fresno,10621176143978,Brighten Academy Preschool,1825 Austin Avenue,Clovis,CA,93611,no data,no data,no data,no data,559-294-1310,kristinpeterson@brightenacademypreschool.com,no data,Clovis Unified,Mrs.,Kristin,Peterson,Administrator,kristinpeterson@brightenacademypreschool.com,Coeducational,Day Only,K,K,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,No,0,2,0,3,0,No,No,No,No,No,Non-religious,,Mrs.,Melissa,Gongora,Director,Melissa@brightenacademypreschool.com,Mrs.,Kristi,Guadagnin,kristi@brightenacademypreschool.com
218331,Fresno,10621667099294,"California Christian Academy, PSSP",6497 North Chestnut Avenue,Fresno,CA,93710,1919 S. Bundy Drive,Fresno,CA,93727,559-240-5623,ccapssp@comcast.net,no data,Fresno Unified,Mrs.,Natalie,Ruiz,Administrator,ccapssp@comcast.net,Coeducational,Day Only,K,12,2,7,3,8,4,2,2,6,4,3,5,3,4,0,0,53,No,4,30,0,2,0,No,No,No,No,No,Religious,NA,Mrs.,Karon,Ruiz,Administrator,ccapssp@comcast.net,Mrs.,Karon,Ruiz,ccapssp@comcast.net
226661,Fresno,10621667093214,Campus Christian Academy,5223 East Grant,Fresno,CA,93727,P.O. Box 7681,Fresno,CA,93747,559-387-4120,campuschristianfresno@gmail.com,no data,Fresno Unified,Mr.,Matthew,Davis,Principal,campuschristianfresno@gmail.com,Coeducational,Day Only,K,12,0,0,1,0,2,0,0,1,2,2,1,8,4,0,0,21,No,5,14,0,2,0,No,No,No,No,No,Religious,NA,Mr.,Matthew,Davis,Principal,campuschristianfresno@gmail.com,Mr.,James,Holly,campuschristianfresno@gmail.com
216598,Fresno,10621666973937,Carden School of Fresno,6901 North Maple Avenue,Fresno,CA,93710,no data,no data,no data,no data,559-323-0126,office@cardenschooloffresno.com,no data,Fresno Unified,Mrs.,Rose,Rohlfing,Principal,r.rohlfing@cardenschooloffresno.com,Coeducational,Day Only,K,8,17,13,9,9,17,15,19,9,14,0,0,0,0,0,0,122,No,0,15,3,1,3,No,Yes,No,No,Yes,Non-religious,,Mr.,Jim,Blanks,Headmaster,j.blanks@cardenschooloffresno.com,Mr.,Jim,Blanks,j.blanks@cardenschooloffresno.com
232500,Fresno,10739997080799,Central Valley Christian Molokan School,16201 West Olive,Kerman,CA,93630,PO Box 663,Kerman,CA,93630,559-846-6042,sdk@fpu.edu,no data,Kerman Unified,Mrs.,Dunya,Mendrin,Other,no data,Coeducational,Day Only,K,4,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,8,No,0,3,0,0,1,No,Yes,No,No,Yes,Religious,NA,Mr.,Michael,Mechekoff,Other,no data,Mrs.,Ann,Mitchikoff,no data
218548,Fresno,10621176135818,Charlie Keyan Armenian Community School,108 North Villa Avenue,Clovis,CA,93612,no data,no data,no data,no data,559-323-1955,wairdian@ckacs.org,no data,Clovis Unified,Mrs.,Sossy,Wairdian,Administrator,wairdian@ckacs.org,Coeducational,Day Only,K,6,21,13,8,8,14,5,3,0,0,0,0,0,0,0,0,72,No,0,8,4,1,1,No,Yes,No,No,Yes,Religious,Disciples of Christ,Miss,Nora,Kassajikian,Principal,principal@ckacs.org,Mrs.,Sossy,Wairdian,wairdian@ckacs.org
219856,Fresno,33670826147557,Chestry Oak Academy,32998 Puma Lane,Squaw Valley,CA,93675,no data,no data,no data,no data,951-312-1649,joewhitesr@yahoo.com,joewhitesr@yahoo.com,Kings Canyon Joint Unified,Mrs.,Janell,White,Administrator,joewhitesr@yahoo.com,Coeducational,Day Only,1,12,0,1,0,0,1,0,1,0,1,0,0,0,3,0,0,7,Yes,0,1,0,1,0,No,No,No,No,No,Religious,NA,Mr.,Joseph,White,Head of School,joewhitesr@yahoo.com,Mrs.,Janell,White,joewhitesr@yahoo.com
217079,Fresno,10622576154280,CHRISTIAN ACADEMY SCHOOL,6900 N Maple Ave,FRESNO,CA,93710,no data,no data,no data,no data,559-322-0295,CARELCORPE@GMAIL.COM,no data,Kingsburg Joint Union High,Dr.,Carlos,Cortes perez,Director,carelcorpe@gmail.com,Coeducational,Day Only,K,12,4,7,9,8,10,18,14,12,19,10,12,10,10,14,13,170,Yes,0,4,5,8,1,No,Yes,Yes,Yes,Yes,Religious,INDP,Mr.,Teodoro,Guevara Cuevas,Executive Director,no data,Mrs.,Margarita,Daza Florez,no data
223560,Fresno,10621176148878,Clovis Christian School,3105 Locan Avenue,Clovis,CA,93619,no data,no data,no data,no data,559-291-6302,clovischristianpreschool@gmail.com,bonjornikim@yahoo.com,Clovis Unified,Dr.,Kimberly,Bonjorni,Administrator,bonjornikim@yahoo.com,Coeducational,Day Only,K,11,13,12,10,13,4,5,1,0,6,0,2,2,0,0,0,68,No,0,7,1,1,2,No,No,No,Yes,Yes,Religious,INDP,Dr.,Kimberly,Bonjorni,Director,bonjornikim@yahoo.com,Mrs.,Mary,Akers,makers@gmail.com
230475,Fresno,10621660129700,Creative Alternatives School,4460 E. Yale,Fresno,CA,93703,2855 Geer Road,Turlock,CA,95382,559-385-0323,mbarletta@creative-alternatives.org,no data,Fresno Unified,Ms.,Shelby,Medeiros,Principal,medeiros@creative-alternatives.org,Coeducational,Day Only,K,12,0,0,0,3,4,4,8,7,7,10,9,7,7,0,0,66,No,1,6,0,2,56,Yes,Yes,No,No,Yes,Non-religious,,Mrs.,Monica,Barletta,Director,mbarletta@creative-alternatives.org,Ms.,Ruby,Lopez,mrivera@creative-alternatives.org
223979,Fresno,10738096148902,Faith Academy,355 N Street,Firebaugh,CA,93622,no data,no data,no data,no data,559-659-2571,firebaughfaithfellowship@yahoo.com,no data,Firebaugh-Las Deltas Unified,Mrs.,Jan,Keys,Administrator,firebaughfaithfellowship@yahoo.com,Coeducational,Day Only,K,12,0,0,2,1,0,0,2,0,0,1,0,0,0,0,0,6,Yes,0,2,1,2,1,No,Yes,No,No,Yes,Religious,NA,Mr.,Mitch,Keys,Principal,no data,Mrs.,Jan,Keys,no data
225255,Fresno,10621666201669,Faith Baptist Academy,208 East Shields Avenue,Fresno,CA,93704,no data,no data,no data,no data,559-226-7784,academy@faithbaptistfresno.org,no data,Fresno Unified,Mr.,Jake,Hargrave,Principal,academy@faithbaptistfresno.org,Coeducational,Day Only,K,12,3,5,2,4,3,2,0,6,2,5,3,2,1,0,0,38,Yes,3,4,3,1,0,No,Yes,No,No,Yes,Religious,Baptist,Mr.,Jake,Hargrave,Principal,jake.hargrave@faithbaptistfresno.org,Mrs.,LIsa,Miller,84clmiller@gmail.com
218468,Fresno,10621257090285,Faith Christian Academy,450 West Elm Avenue,Coalinga,CA,93210,no data,no data,no data,no data,559-935-9209,taradavis@fcacoalinga.com,caroldonaldson@fcacoalinga.com,Coalinga-Huron Unified,Mrs.,Tara,Davis,Administrator,taradavis@fcacoalinga.com,Coeducational,Day Only,K,12,5,4,5,5,2,2,3,2,4,7,2,2,3,0,0,46,Yes,11,7,0,2,2,No,Yes,No,No,Yes,Religious,NA,Mrs.,Tara,Davis,Administrator,taradavis@fcacoalinga.com,Mrs.,Tara,Davis,taradavis@fcacoalinga.com
219723,Fresno,10621666933691,Fresno Adventist Academy,5397 East Olive Avenue,Fresno,CA,93727,no data,no data,no data,no data,559-251-5548,principal@faa.org,registrar@faa.org,Fresno Unified,Mr.,Ken,Bullington,Superintendent,kbullington@cccsda.org,Coeducational,Day Only,K,12,6,11,14,13,16,17,17,17,18,8,12,17,15,0,0,181,Yes,16,13,2,1.5,6,No,Yes,Yes,No,Yes,Religious,SDA,Mr.,Shawn,Rusk,Executive Director,scrusk@comcast.net,Mr.,Ken,Bullington,kbullington@cccsda.org
234367,Fresno,10621666149280,Fresno California University,"4734 West Clinton Avenue, Number 101",Fresno,CA,93722,no data,no data,no data,no data,559-270-6296,fcuinformation@fcu.com,no data,Fresno Unified,Mrs.,Rosario,Navarrete,Director,rnavarrete@fcu.com,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0,9,Yes,0,3,2,3,1,No,No,No,No,No,Non-religious,,Mr.,Carlos,Martinez,President,cmartinez@fcu.com,Mrs.,Rosario,Navarrete,rnavarrete@fcu.com
218591,Fresno,10621176900906,Fresno Christian Schools,7280 North Cedar Avenue,Fresno,CA,93720,no data,no data,no data,no data,559-299-1695,jbrown@fresnochristian.com,info@fresnochristian.com,Clovis Unified,Mr.,Jeremy,Brown,Superintendent,jbrown@fresnochristian.com,Coeducational,Day Only,K,12,36,41,34,27,37,49,43,61,55,52,51,43,41,10,0,580,Yes,50,36,6,3,37,No,Yes,No,Yes,Yes,Religious,NA,Mr.,Chris,Schultz,Executive Director,chris.schultz@fresnochristian.com,Mr.,Jeremy,Brown,jbrown@fresnochristian.com
227640,Fresno,10622656933717,Immanuel Schools,1128 South Reed Avenue,Reedley,CA,93654,no data,no data,no data,no data,559-638-2529,rwood@immanuelschools.com,no data,Kings Canyon Joint Unified,Mr.,Ryan,Wood,Superintendent,rwood@immanuelschools.com,Coeducational,Day Only,K,12,30,32,28,39,21,28,37,35,49,78,67,66,68,0,0,578,Yes,65,29,5,3,38,No,Yes,No,No,Yes,Religious,MENN,Mr.,Phil,Goertzen,Principal,pgoertzen@immanuelschools.com,Mrs.,Linda,Reimer,lreimer@immanuelschools.com
220346,Fresno,10739997086713,Kerman Christian School,15495 West Whitesbridge Avenue,Kerman,CA,93630,no data,no data,no data,no data,559-846-7200,ocampo@kermanchristianschool.org,no data,Kerman Unified,Mrs.,Suzanne,Ocampo,Principal,ocampo@kermanchristianschool.org,Coeducational,Day Only,K,6,15,15,11,13,7,3,8,0,0,0,0,0,0,0,0,72,No,0,6,0,1,3,No,Yes,Yes,Yes,Yes,Religious,NA,Mrs.,Suzanne,Ocampo,Principal,ocampo@kermanchristianschool.org,Mrs.,Suzanne,Ocampo,ocampo@kermanchristianschool.org
222464,Fresno,10622656144240,KLIP International,5018 Avenue 416,Reedley,CA,93654,no data,no data,no data,no data,559-246-7574,klipintl@gmail.com,no data,Kings Canyon Joint Unified,Mr.,Joshua,Vaughn,Superintendent,joshvaughn777@gmail.com,Coeducational,Day Only,K,12,3,4,3,5,8,1,4,4,4,1,3,1,3,0,0,44,Yes,0,5,1,1,0,No,Yes,No,No,Yes,Religious,NA,Mr.,Joshua,Vaughn,Superintendent,joshvaughn777@gmail.com,Mr.,Joshua,Vaughn,joshvaughn777@gmail.com
216540,Fresno,10621176152318,Lighthouse Christian School,4848 East Teague Avenue,Clovis,CA,93619,no data,no data,no data,no data,559-213-7633,lighthousefresno@gmail.com,no data,Clovis Unified,Mrs.,Christie,Folia,Administrator,lighthousefresno@gmail.com,Coeducational,Day Only,K,12,1,1,4,2,0,4,5,8,4,6,6,7,7,0,0,55,No,4,33,0,1,0,No,Yes,No,No,Yes,Religious,NA,Mr.,David,Folia,President,Davidfolia77@gmail.com,Mrs.,Christie,Folia,lighthousefresno@gmail.com
217096,Fresno,10621177104367,Logos Christian Conservatory,8385 East Paul Avenue,Clovis,CA,93619,no data,no data,no data,no data,559-298-5636,jmnardo@yahoo.com,no data,Clovis Unified,Mrs.,Cynthia,Leonardo,Administrator,jmnardo@yahoo.com,Coeducational,Day Only,K,12,0,1,3,4,4,5,5,4,7,7,15,8,12,0,0,75,No,12,27,27,1,2,No,No,No,No,No,Religious,NA,Mrs.,Cynthia,Leonardo,Principal,jmnardo@yahoo.com,Mrs.,Cynthia,Leonardo,no data
233384,Fresno,10621666133474,New Harvest Christian School,1461 North Chestnut Ave,Fresno,CA,93703,no data,no data,no data,no data,559-452-1477,nhcfschool@att.net,amuezette@yahoo.com,Fresno Unified,Mrs.,Muezette,Alarcon,Administrator,amuezette@yahoo.com,Coeducational,Day Only,K,12,1,0,2,0,5,1,0,1,0,1,1,0,1,0,0,13,Yes,0,2,3,2,3,No,No,Yes,No,Yes,Religious,Evangelical,Mr.,Daniel,Casas,Principal,no data,Mrs.,Muezette,Alarcon,amuezette@yahoo.com
228849,Fresno,10621176974018,Our Lady of Perpetual Help,836 Dewitt Avenue,Clovis,CA,93612,no data,no data,no data,no data,559-299-7504,pdodd@olphschool.net,no data,Clovis Unified,Mr.,Patrick,Dodd,Principal,pdodd@olphschool.net,Coeducational,Day Only,K,8,36,35,30,31,21,32,29,32,18,0,0,0,0,34,0,298,No,0,14,0,1,16,No,Yes,Yes,Yes,Yes,Religious,Roman Catholic,Rev.,Armando,Ochoa,President,no data,Mr.,Patrick,Dodd,no data
228851,Fresno,10621666974026,Our Lady of Victory,1626 West Princeton Avenue,Fresno,CA,93705,no data,no data,no data,no data,559-229-0205,nettell@fresnoolv.org,no data,Fresno Unified,Mrs.,Debroah,Nettell,Principal,nettell@fresnoolv.org,Coeducational,Day Only,K,8,16,14,13,13,19,15,22,16,18,0,0,0,0,0,0,146,No,0,10,1,1,8,No,Yes,Yes,Yes,Yes,Religious,Roman Catholic,Rev.,Armando,Ochoa,President,no data,Mrs.,Deborah,Nettell,no data
228375,Fresno,10754086152250,Riverdale Assembly of God dba Riverdale Christian Academy,2813 West Mount Whitney,Riverdale,CA,93656,no data,no data,no data,no data,559-867-3503,rcachristianschool@gmail.com,no data,Riverdale Joint Unified,Rev.,Douglas,Spencer,Principal,revdougsp@sbcglobal.net,Coeducational,Day Only,K,12,0,0,0,0,0,0,0,0,0,0,0,0,0,91,41,132,Yes,7,8,0,2,27,No,Yes,No,Yes,Yes,Religious,Assembly of God,Rev.,Douglas,Spencer,Principal,revdougsp@sbcglobal.net,Mrs.,Donna,Pine,lpine60@att.net
228916,Fresno,10621666933790,San Joaquin Memorial High,1406 North Fresno Street,Fresno,CA,93703,no data,no data,no data,no data,559-268-9251,tspencer@sjmhs.org,no data,Fresno Unified,Mr.,Tom,Spencer,Principal,tspencer@sjmhs.org,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,124,138,153,152,0,0,567,No,135,38,6,5,57,No,Yes,Yes,Yes,Yes,Religious,Roman Catholic,Rev.,Armando,Ochoa,President,no data,Mr.,Tom,Spencer,no data
228791,Fresno,10622656204184,Sequoia Christian School,30506 George Smith Road,Squaw Valley,CA,93675,no data,no data,no data,no data,559-332-2200,wesweaver@pcfnet.net,no data,Kings Canyon Joint Unified,Mr.,Marshall,Miller,Administrator,marjo@emypeople.net,Coeducational,Day Only,1,10,0,5,1,6,1,3,3,2,4,8,2,0,0,0,0,35,No,0,3,1,1,0,No,No,No,Yes,Yes,no data,no data,Mr.,Wesley,Weaver,Director,wesweaver@pcfnet.net,Mr.,Jaydon,Schrock,jaydon@emypeople.net
227241,Fresno,no data,Shenk Family Homeschool,12685 Auberry Rd.,Clovis,CA,93619,no data,no data,no data,no data,559-978-9084,gabenaut@gmail.com,no data,Clovis Unified,Mrs.,Autumn,Shenk,Administrator,gabenaut@gmail.com,Coeducational,Day Only,K,12,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,6,Yes,0,1,0,1,0,No,No,No,No,No,Religious,NA,Mr.,Gabe,Shenk,Principal,no data,Mrs.,Autumn,Shenk,no data
222469,Fresno,10621666204994,Sierra View Christian Academy,3268 Wrenwood Avenue,Clovis,CA,93619,no data,no data,no data,no data,559-342-8419,svca4christ@sbcglobal.net,no data,Clovis Unified,Mrs.,Naomi,Kent,Administrator,svca4christ@sbcglobal.net,Coeducational,Day Only,K,12,1,2,1,4,4,1,1,3,2,4,6,12,5,0,0,46,Yes,7,23,0,2,0,No,No,No,No,No,Religious,NA,Mrs.,Naomi,Kent,Director,svca4christ@sbcglobal.net,Mrs.,Erin,Cliff,6cliffs4christ@sbcglobal.net
228856,Fresno,10621666974059,St. Anthony,5680 North Maroa Avenue,Fresno,CA,93704,no data,no data,no data,no data,559-435-0700,snelson@sasfresno.com,no data,Fresno Unified,Mrs.,Susannah,Nelson,Principal,snelson@sasfresno.com,Coeducational,Day Only,K,8,67,69,67,62,71,66,67,67,69,0,0,0,0,0,0,605,No,0,22,3,1,27,No,Yes,Yes,Yes,Yes,Religious,Roman Catholic,Rev.,Armando,Ochoa,President,no data,Mrs.,Susannah,Nelson,no data
228857,Fresno,10621666974067,St. Helen,4888 East Belmont Avenue,Fresno,CA,93727,no data,no data,no data,no data,559-251-5855,jgarza@sthelensschool.org,no data,Fresno Unified,Mr.,Jason,Garza,Principal,jgarza@sthelensschool.org,Coeducational,Day Only,K,8,28,20,18,16,20,17,17,12,13,0,0,0,0,0,0,161,No,0,12,0,1,13,No,Yes,Yes,Yes,Yes,Religious,Roman Catholic,Rev.,Armando,Ochoa,President,no data,Mr.,Jason,Garza,no data
228909,Fresno,10622656970743,St. La Salle,404 East Manning Avenue,Reedley,CA,93654,no data,no data,no data,no data,559-638-2621,hannibalmarylucy@yahoo.com,no data,Kings Canyon Joint Unified,Sr.,Lucy,Cassarino,Principal,hannibalmarylucy@yahoo.com,Coeducational,Day Only,K,8,35,19,31,32,27,25,27,30,24,0,0,0,0,17,0,267,No,0,10,2,1,15,No,Yes,Yes,Yes,Yes,Religious,Roman Catholic,Rev.,Armando,Ochoa,President,no data,Sr.,Lucy,Cassarino,no data
218843,Fresno,10621666933816,Truth Tabernacle Christian School,4411 North 1st Street,Fresno,CA,93726,PO Box 5393,Fresno,CA,93755,559-225-1027,sllackey@yahoo.com,no data,Fresno Unified,Mr.,Timothy,Lackey,Superintendent,no data,Coeducational,Day Only,K,12,17,14,10,12,12,11,12,14,13,10,15,15,8,0,0,163,Yes,9,7,6,3,7,No,Yes,Yes,Yes,Yes,Religious,PENT,Mrs.,Shanda,Lackey,Principal,sllackey@yahoo.com,Mrs.,Shanda,Lackey,sllackey@yahoo.com
218409,Fresno,10621176202337,Valley Crescent School,547 West Nees Avenue,Clovis,CA,93611,no data,no data,no data,no data,559-298-0023,frontdesk@vcsfresno.net,no data,Clovis Unified,Mr.,Gharib,Khalil,President,gkhalil@vcsfresno.net,Coeducational,Day Only,K,8,6,11,8,9,11,6,3,9,4,0,0,0,0,0,0,67,No,0,7,6,2,4,No,Yes,No,No,Yes,Religious,Islamic,Ms.,Valarie,Anderson,Administrator,valnderson@vcsfresno.net,Ms.,Safa,Mohammad,frontdesk@vcsfresno.net
232437,Fresno,10621256154512,Westbridge Schools,201 Washington Street,Coalinga,CA,93210,no data,no data,no data,no data,559-404-9175,admin@westbridgeschools.com,no data,Coalinga-Huron Unified,Dr.,Florante,Parrenas,President,admin@westbridgenps.com,Coeducational,Day Only,K,12,3,0,0,0,0,0,1,1,1,1,1,1,1,0,0,10,Yes,0,4,2,2,4,Yes,No,No,No,No,Non-religious,,Dr.,Cecilia,Parrenas,Principal,ces@westbridgenps.com,Dr.,Florante,Parrenas,ceo@westbridgeschools.com
227805,Fresno,10752757011331,Western Christian Academy,30128 Auberry Road,Prather,CA,93651,PO Box 306,Prather,CA,93651,559-855-7778,wca@westernchristianacademy.com,no data,Sierra Unified,Mr.,Jeff,Gillingham,Administrator,jgillingham@westernchristianacademy.com,Coeducational,Day Only,K,12,26,23,34,21,39,34,46,50,67,44,43,34,33,9,0,503,Yes,0,5,5,2,2,No,No,No,No,No,Religious,NA,Dr.,Clint,Kneeland,Executive Director,ixoye55@gmail.com,Mr.,Jeff,Gillingham,jgillingham@westernchristianacademy.com
227285,Fresno,10621176140818,Willow Academy,7158 North Maine,Clovis,CA,93619,no data,no data,no data,no data,559-325-9076,katieswanbom@gmail.com,no data,Clovis Unified,Mr.,Joel,Swanbom,Principal,jswanbom@sbcglobal.net,Coeducational,Day Only,K,10,1,0,1,1,2,0,2,0,1,2,1,0,0,0,0,11,No,0,2,1,1,0,No,No,No,No,No,Religious,NA,Mr.,Joel,Swanbom,Principal,jswanbom@sbcglobal.net,Mrs.,Katie,Swanbom,katieswanbom@gmail.com
219433,Glenn,11754817103625,Providence Christian School (dba),1148 East Walker Street,Orland,CA,95963,no data,no data,no data,no data,530-865-4924,nvcsregistrar@gmail.com,no data,Orland Joint Unified,Mr.,Gordon,Wiens,Superintendent,gwiens@providencechristianlions.org,Coeducational,Day Only,K,12,3,3,3,3,4,7,3,5,5,6,2,5,7,0,0,56,Yes,7,7,9,1,3,No,Yes,No,No,Yes,Religious,Evangelical,Mr.,Gordon,Wiens,Superintendent,gwiens@providencechristianlions.org,Mrs.,Marie,Hoffman,nvcsregistrar@gmail.com
219931,Glenn,11626616900922,River Valley Christian,8187 County Road 48,Glenn,CA,95943,no data,no data,no data,no data,530-934-4167,rvcs8187@gmail.com,no data,Willows Unified,Mr.,Eric,Becker,Principal,scg2049@gmail.com,Coeducational,Day Only,K,10,4,11,5,4,6,2,12,7,8,11,3,0,0,0,0,73,No,0,5,0,1,1,No,Yes,Yes,Yes,Yes,Religious,MENN,Mr.,Shawn,Giesbrecht,Executive Director,rvcs8187@gmail.com,Mr.,Shawn,Giesbrecht,rvcs8187@gmail.com
221711,Glenn,11101166152326,Willow Creek Christian School,1923 Road B,Willows,CA,95988,PO Box 666,Willows,CA,95988,530-934-3866,wccsschoolboard@gmail.com,no data,Glenn County Office of Education,Mr.,Jon-Luke,Toews,Principal,jonluketws@gmail.com,Coeducational,Day Only,K,10,7,4,5,7,6,6,4,4,7,3,3,0,0,0,0,56,No,0,4,0,1,1,Yes,Yes,Yes,No,Yes,Religious,MENN,Mr.,Jon-Luke,Toews,Principal,jonluketws@gmail.com,Mr.,Marcus,Koehn,mlkrmk@gmail.com
217560,Humboldt,12626796989925,Arcata Christian,1700 Union Street,Arcata,CA,95521,no data,no data,no data,no data,707-822-5986,arcatachristian@gmail.com,no data,Arcata Elementary,Rev.,Ronald,Wunner,Principal,wunner43@gmail.com,Coeducational,Day Only,K,8,7,5,5,7,5,5,7,4,4,0,0,0,0,0,0,49,No,0,5,2,1,1,No,Yes,No,No,Yes,Religious,Baptist,Rev.,Ronald,Wunner,Principal,wunner43@gmail.com,Ms.,Bonnie,Acosta,arcatachristian@gmail.com
223934,Humboldt,12768026976021,Fortuna Junior Academy,1200 Ross Hill Road,Fortuna,CA,95540,no data,no data,no data,no data,707-725-2988,kimberly.bowlby@nccsda.com,no data,Fortuna Elementary,Mrs.,Kimberly,Bowlby,Principal,kimberly.bowlby@nccsda.com,Coeducational,Day Only,K,8,1,2,3,2,2,2,2,3,2,0,0,0,0,0,0,19,No,0,2,0,0,1,No,Yes,No,No,Yes,Religious,SDA,Mrs.,Lynal,Ingham,Superintendent,superintendent@nccsda.com,Mr.,Bill,Keresoma,superintendent@nccsda.com
218419,Humboldt,12755157072481,Gospel Outreach School,2845 Saint James Place,Eureka,CA,95503,no data,no data,no data,no data,707-445-2214,goeureka1022@gmail.com,no data,Eureka City Schools,Mr.,David,Sczepanski,Executive Director,goeureka1022@gmail.com,Coeducational,Day Only,K,12,0,0,4,0,4,1,5,3,0,3,1,0,3,0,0,24,No,0,0,14,1,1,No,Yes,Yes,Yes,Yes,Religious,Other,Mr.,David,Sczepanski,Principal,goeureka1022@gmail.com,Mrs.,Jeanette,Johnson,goeureka1022@gmail.com
223950,Humboldt,12628936976047,Humboldt Bay Christian,70 Stephens Lane,Bayside,CA,95524,no data,no data,no data,no data,707-822-1738,ruthanne.altsman@nccsda.com,no data,Jacoby Creek Elementary,Ms.,Ruthanne,Altsman,Principal,ruthanne.altsman@nccsda.com,Coeducational,Day Only,K,8,2,1,2,2,2,0,2,1,1,0,0,0,0,0,0,13,No,0,1,1,0,3,No,Yes,No,No,Yes,Religious,SDA,Mrs.,Lynal,Ingham,Superintendent,superintendent@nccsda.com,Mr.,Bill,Keresoma,superintendent@nccsda.com
221942,Humboldt,12630326131353,Koinonia Academy,3132 E Street,Eureka,CA,95503,PO Box 6123,Eureka,CA,95502,707-616-2801,koinoniaeureka@gmail.com,koinoniaeureak@gmail.com,Eureka City Schools,Mrs.,Susan,Driesenga,Administrator,koinoniaeureka@gmail.com,Coeducational,Day Only,2,12,0,0,1,0,0,0,1,2,0,2,1,1,2,0,0,10,No,1,6,0,2,0,No,Yes,No,No,Yes,Religious,NA,Rev.,Daniel,Driesenga,Principal,no data,Mrs.,Susan,Driesenga,no data
220974,Humboldt,12628936921019,Mistwood Educational Center,1928 Old Arcata Road,Bayside,CA,95524,PO Box 821,Bayside,CA,95524,707-826-1150,mistwoodeducationalcenter@gmail.com,no data,Jacoby Creek Elementary,Mrs.,Rebecca,Nordquist,Director,mistwoodeducationalcenter@gmail.com,Coeducational,Day Only,K,9,2,7,0,4,2,7,6,2,0,0,0,0,0,0,0,30,No,0,2,4,2,7,No,Yes,Yes,Yes,Yes,Non-religious,,Mrs.,Rebecca,Nordquist,Director,mistwoodeducationalcenter@gmail.com,Mrs.,Rebecca,Nordquist,mistwoodeducationalcenter@gmail.com
222716,Humboldt,12768026998231,New Life Christian School,1355 Ross Hill Road,Fortuna,CA,95540,P.O. Box 404,Fortuna,CA,95540,707-725-9136,newlifefortuna@gmail.com,no data,Fortuna Elementary,Mrs.,Anita,Horner,Principal,ahornerc@gmail.com,Coeducational,Day Only,K,12,9,8,3,11,5,7,5,4,6,2,0,3,2,0,0,65,No,0,7,3,1,3,No,Yes,No,No,Yes,Religious,NA,Mrs.,Anita,Horner,Administrator,ahornerc@gmail.com,Mrs.,Ahna,Hubner,taagfamily@gmail.com
220410,Humboldt,no data,Redwood Academy for Higher Learning,3334 Lowell St,Eureka,CA,95503,no data,no data,no data,no data,707-442-4404,jenimarie77@yahoo.com,no data,Eureka City Schools,Mr.,Ryan,Harvey,Administrator,ryanharvey80@yahoo.com,Coeducational,Day Only,K,12,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,6,Yes,0,1,0,1,0,No,No,No,No,No,Religious,NA,Mrs.,Jennifer,Harvey,Principal,jenimarie77@yahoo.com,Mrs.,Jennifer,Harvey,jenimarie77@yahoo.com
